Country,ReporterISO3,x_lon,y_lat,name_match
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Greece,GRC,21.806331544482997,39.08045726170843,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Greece,GRC,21.806331544482997,39.08045726170843,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Greece,GRC,21.806331544482997,39.08045726170843,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Italy,ITA,12.631183369107305,42.55821655941108,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Germany,DEU,10.432351054415541,51.43122793233069,True
Italy,ITA,12.631183369107305,42.55821655941108,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
France,FRA,,,False
Greece,GRC,21.806331544482997,39.08045726170843,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
France,FRA,,,False
Italy,ITA,12.631183369107305,42.55821655941108,True
Italy,ITA,12.631183369107305,42.55821655941108,True
Greece,GRC,21.806331544482997,39.08045726170843,True
Uganda,UGA,32.54650624332488,1.3803727233898533,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
France,FRA,,,False
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
France,FRA,,,False
Lebanon,LBN,35.79466178592026,33.865181281055996,True
France,FRA,,,False
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Brazil,BRA,-49.71162179067407,-14.073688449767289,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Mauritania,MRT,-11.492962824158509,21.163411363199195,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
France,FRA,,,False
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Greece,GRC,21.806331544482997,39.08045726170843,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
France,FRA,,,False
Iraq,IRQ,42.414921414989024,33.197986863735615,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United States,USA,-99.31483211377505,37.23674500000004,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Uganda,UGA,32.54650624332488,1.3803727233898533,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Lebanon,LBN,35.79466178592026,33.865181281055996,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
United States,USA,-99.31483211377505,37.23674500000004,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Mauritania,MRT,-11.492962824158509,21.163411363199195,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Senegal,SEN,-14.729191157319399,14.495174974012365,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Qatar,QAT,51.179364987393605,25.349047349544065,True
Mali,MLI,-0.7009443998886491,17.954795843980627,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Qatar,QAT,51.179364987393605,25.349047349544065,True
France,FRA,,,False
Jordan,JOR,36.31227573435423,31.294575914020967,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Cote d'Ivoire,CIV,-5.682611007233913,7.540625311712404,False
Uganda,UGA,32.54650624332488,1.3803727233898533,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Mali,MLI,-0.7009443998886491,17.954795843980627,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Belgium,BEL,4.73735646239664,50.579677842809055,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Uganda,UGA,32.54650624332488,1.3803727233898533,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Romania,ROM,,,False
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Mauritania,MRT,-11.492962824158509,21.163411363199195,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Poland,POL,19.076267455907114,51.88441732442235,True
Ukraine,UKR,30.980774020171626,48.804606078790414,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Uganda,UGA,32.54650624332488,1.3803727233898533,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Iraq,IRQ,42.414921414989024,33.197986863735615,True
Denmark,DNK,9.460776896117707,56.32431427675131,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Belgium,BEL,4.73735646239664,50.579677842809055,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Germany,DEU,10.432351054415541,51.43122793233069,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Bulgaria,BGR,25.138533162759185,42.73941996924254,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
Poland,POL,19.076267455907114,51.88441732442235,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Brazil,BRA,-49.71162179067407,-14.073688449767289,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Czech Republic,CZE,15.538166236147262,49.758268032421654,False
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Mali,MLI,-0.7009443998886491,17.954795843980627,True
Romania,ROM,,,False
France,FRA,,,False
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Poland,POL,19.076267455907114,51.88441732442235,True
Romania,ROM,,,False
Germany,DEU,10.432351054415541,51.43122793233069,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
Mauritius,MUS,,,False
Mali,MLI,-0.7009443998886491,17.954795843980627,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Bahrain,BHR,,,False
Poland,POL,19.076267455907114,51.88441732442235,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
"Egypt, Arab Rep.",EGY,29.369537116289596,26.895485,True
Bahrain,BHR,,,False
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
France,FRA,,,False
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Bahrain,BHR,,,False
Mauritania,MRT,-11.492962824158509,21.163411363199195,True
Qatar,QAT,51.179364987393605,25.349047349544065,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Bahrain,BHR,,,False
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Ukraine,UKR,30.980774020171626,48.804606078790414,True
Mauritania,MRT,-11.492962824158509,21.163411363199195,True
Germany,DEU,10.432351054415541,51.43122793233069,True
Qatar,QAT,51.179364987393605,25.349047349544065,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Tanzania,TZA,34.14207062768624,-6.207829437269719,True
Austria,AUT,14.953149823900707,47.91918132180231,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
South Africa,ZAF,26.147627045756522,-28.408524061803796,True
Poland,POL,19.076267455907114,51.88441732442235,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Germany,DEU,10.432351054415541,51.43122793233069,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Albania,ALB,19.967590031898183,41.24789602311034,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Bahrain,BHR,,,False
Cote d'Ivoire,CIV,-5.682611007233913,7.540625311712404,False
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Poland,POL,19.076267455907114,51.88441732442235,True
Austria,AUT,14.953149823900707,47.91918132180231,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Romania,ROM,,,False
Jordan,JOR,36.31227573435423,31.294575914020967,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Tanzania,TZA,34.14207062768624,-6.207829437269719,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Tanzania,TZA,34.14207062768624,-6.207829437269719,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Austria,AUT,14.953149823900707,47.91918132180231,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
"Serbia, FR(Serbia/Montenegro)",SER,,,False
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Poland,POL,19.076267455907114,51.88441732442235,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Romania,ROM,,,False
Bosnia and Herzegovina,BIH,18.115159909331382,43.853096239912816,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
France,FRA,,,False
South Africa,ZAF,26.147627045756522,-28.408524061803796,True
Poland,POL,19.076267455907114,51.88441732442235,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Indonesia,IDN,113.26946371339318,-0.17851592367003377,True
Mauritius,MUS,,,False
Romania,ROM,,,False
Jordan,JOR,36.31227573435423,31.294575914020967,True
Mali,MLI,-0.7009443998886491,17.954795843980627,True
Cote d'Ivoire,CIV,-5.682611007233913,7.540625311712404,False
United States,USA,-99.31483211377505,37.23674500000004,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Ukraine,UKR,30.980774020171626,48.804606078790414,True
Mauritius,MUS,,,False
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
United States,USA,-99.31483211377505,37.23674500000004,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
United Arab Emirates,ARE,54.987923662782734,24.28183858896037,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
Romania,ROM,,,False
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Poland,POL,19.076267455907114,51.88441732442235,True
Senegal,SEN,-14.729191157319399,14.495174974012365,True
Romania,ROM,,,False
Qatar,QAT,51.179364987393605,25.349047349544065,True
United Kingdom,GBR,-1.753312127795028,54.22468791362445,True
Bahrain,BHR,,,False
Czech Republic,CZE,15.538166236147262,49.758268032421654,False
Croatia,HRV,15.583559315982109,44.54481364600758,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Belgium,BEL,4.73735646239664,50.579677842809055,True
Bosnia and Herzegovina,BIH,18.115159909331382,43.853096239912816,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Burkina Faso,BFA,-1.2756293256470332,12.241397813358816,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
South Africa,ZAF,26.147627045756522,-28.408524061803796,True
Mali,MLI,-0.7009443998886491,17.954795843980627,True
Denmark,DNK,9.460776896117707,56.32431427675131,True
Qatar,QAT,51.179364987393605,25.349047349544065,True
Tunisia,TUN,8.914019710111802,33.94155904798339,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Poland,POL,19.076267455907114,51.88441732442235,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
Germany,DEU,10.432351054415541,51.43122793233069,True
Qatar,QAT,51.179364987393605,25.349047349544065,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
Mauritius,MUS,,,False
Poland,POL,19.076267455907114,51.88441732442235,True
Ukraine,UKR,30.980774020171626,48.804606078790414,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
"Gambia, The",GMB,-16.04187367261004,13.401624152067889,True
Romania,ROM,,,False
Sweden,SWE,14.786243427055595,62.27488129337668,True
Senegal,SEN,-14.729191157319399,14.495174974012365,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
"Hong Kong, China",HKG,,,False
Mali,MLI,-0.7009443998886491,17.954795843980627,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
China,CHN,98.76958323052159,36.79871023207684,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Slovenia,SVN,14.732281029695073,46.1274431422704,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Germany,DEU,10.432351054415541,51.43122793233069,True
Oman,OMN,56.97737417306399,20.79773600919382,True
Ukraine,UKR,30.980774020171626,48.804606078790414,True
Ukraine,UKR,30.980774020171626,48.804606078790414,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Niger,NER,9.77410100540003,17.39008871100311,True
Sweden,SWE,14.786243427055595,62.27488129337668,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
Mauritania,MRT,-11.492962824158509,21.163411363199195,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Saudi Arabia,SAU,44.55272448770118,24.26549591724806,True
Spain,ESP,-3.5199679433204363,39.917912604322396,True
"Gambia, The",GMB,-16.04187367261004,13.401624152067889,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Tanzania,TZA,34.14207062768624,-6.207829437269719,True
Tanzania,TZA,34.14207062768624,-6.207829437269719,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Belgium,BEL,4.73735646239664,50.579677842809055,True
United States,USA,-99.31483211377505,37.23674500000004,True
Niger,NER,9.77410100540003,17.39008871100311,True
Russian Federation,RUS,88.59732850428603,59.40587000000008,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Sweden,SWE,14.786243427055595,62.27488129337668,True
Croatia,HRV,15.583559315982109,44.54481364600758,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Switzerland,CHE,8.28651553630333,46.80966248227965,True
Kuwait,KWT,47.393072294433196,29.202662258413646,True
Bosnia and Herzegovina,BIH,18.115159909331382,43.853096239912816,True
Morocco,MAR,-9.983264573567473,28.490393073026723,True
Jordan,JOR,36.31227573435423,31.294575914020967,True
United States,USA,-99.31483211377505,37.23674500000004,True
Burkina Faso,BFA,-1.2756293256470332,12.241397813358816,True
United States,USA,-99.31483211377505,37.23674500000004,True
Cote d'Ivoire,CIV,-5.682611007233913,7.540625311712404,False
Morocco,MAR,-9.983264573567473,28.490393073026723,True
United States,USA,-99.31483211377505,37.23674500000004,True
Netherlands,NLD,5.398113217342898,52.04023468689047,True
Japan,JPN,138.34886705247487,36.09343028415736,True
Tanzania,TZA,34.14207062768624,-6.207829437269719,True
Bahrain,BHR,,,False
Ireland,IRL,-7.806698877467026,53.510364590053854,True
Austria,AUT,14.953149823900707,47.91918132180231,True
Poland,POL,19.076267455907114,51.88441732442235,True
France,FRA,,,False
Burkina Faso,BFA,-1.2756293256470332,12.241397813358816,True
Austria,AUT,14.953149823900707,47.91918132180231,True
Uganda,UGA,32.54650624332488,1.3803727233898533,True
